group,type,specimen,strain,stress
S2,sawtooth,2,10.276,1.719512
S2,sawtooth,2,10.70368,1.756368
S2,sawtooth,2,11.13022,1.78827
S2,sawtooth,2,11.55835,1.809513
S2,sawtooth,2,11.98565,1.827496
S2,sawtooth,2,12.41258,0.02041667
S2,sawtooth,2,12.84051,0.01606282
S2,sawtooth,2,13.26688,0.01607051
S2,sawtooth,2,13.69525,0.01611667
S2,sawtooth,2,14.12251,0.01623974
S2,sawtooth,2,14.54914,0.01622949
S2,sawtooth,2,14.97709,0.01624359
S2,sawtooth,2,15.40405,0.01630513
S2,sawtooth,2,0.1247231,0.0594218
S2,sawtooth,2,0.5522462,0.2057026
S2,sawtooth,2,0.979277,0.3353423
S2,sawtooth,2,1.407185,0.4514885
S2,sawtooth,2,1.834015,0.5531667
S2,sawtooth,2,2.261923,0.6433218
S2,sawtooth,2,2.689108,0.7289757
S2,sawtooth,2,3.115861,0.8082705
S2,sawtooth,2,3.543892,0.8841359
S2,sawtooth,2,3.9708,0.955841
S2,sawtooth,2,4.398631,1.026031
S2,sawtooth,2,4.826046,1.093501
S2,sawtooth,2,5.252492,1.157147
S2,sawtooth,2,5.680831,1.218771
S2,sawtooth,2,6.107846,1.279381
S2,sawtooth,2,6.535338,1.337112
S2,sawtooth,2,6.962985,1.39318
S2,sawtooth,2,7.389538,1.447305
S2,sawtooth,2,7.817677,1.499267
S2,sawtooth,2,8.244862,1.550473
S2,sawtooth,2,8.671739,1.600078
S2,sawtooth,2,9.099524,1.646979
S2,sawtooth,2,9.526293,1.691712
S2,sawtooth,2,9.954616,1.734981
S2,sawtooth,2,10.3816,1.777615
S2,sawtooth,2,10.80837,1.818581
S2,sawtooth,2,11.23646,1.858655
S2,sawtooth,2,11.66337,1.897621
S2,sawtooth,2,12.09122,1.934767
S2,sawtooth,2,12.51861,1.971079
S2,sawtooth,2,12.94514,2.005318
S2,sawtooth,2,13.37329,2.033246
S2,sawtooth,2,13.80015,2.060376
S2,sawtooth,2,14.22803,2.072124
S2,sawtooth,2,14.65548,2.075317
S2,sawtooth,2,15.08212,0.2139449
S2,sawtooth,2,15.51014,0.001821795
S2,sawtooth,2,15.93732,0.002111539
S2,sawtooth,2,16.36451,0.002076923
S2,sawtooth,2,16.79206,0.002057692
S2,sawtooth,2,17.21891,0.002165385
S2,sawtooth,2,17.64708,0.002289744
S2,sawtooth,2,18.07403,0.002223077
S2,sawtooth,2,18.50117,0.001907692
S2,sawtooth,2,18.92908,0.00223718
S2,sawtooth,2,19.35572,0.001184615
S2,sawtooth,2,0.1676462,0.07046539
S2,sawtooth,2,0.594323,0.210459
S2,sawtooth,2,1.022508,0.3356782
S2,sawtooth,2,1.449646,0.4482218
S2,sawtooth,2,1.876523,0.5488077
S2,sawtooth,2,2.304231,0.643223
S2,sawtooth,2,2.731031,0.7297602
S2,sawtooth,2,3.159138,0.8109641
S2,sawtooth,2,3.586354,0.8862603
S2,sawtooth,2,4.013339,0.959041
S2,sawtooth,2,4.441323,1.029306
S2,sawtooth,2,4.86797,1.096362
S2,sawtooth,2,5.296292,1.161077
S2,sawtooth,2,5.72337,1.223442
S2,sawtooth,2,6.149892,1.283423
S2,sawtooth,2,6.578031,1.34055
S2,sawtooth,2,7.005138,1.395318
S2,sawtooth,2,7.432738,1.448232
S2,sawtooth,2,7.860138,1.498754
S2,sawtooth,2,8.287015,1.54974
S2,sawtooth,2,8.715,1.599142
S2,sawtooth,2,9.142031,1.646847
S2,sawtooth,2,9.569369,1.692058
S2,sawtooth,2,9.997,1.735986
S2,sawtooth,2,10.42357,1.77824
S2,sawtooth,2,10.85171,1.818736
S2,sawtooth,2,11.27882,1.859586
S2,sawtooth,2,11.70595,1.898483
S2,sawtooth,2,12.13389,1.936069
S2,sawtooth,2,12.56031,1.972223
S2,sawtooth,2,12.98872,2.007376
S2,sawtooth,2,13.41589,2.041212
S2,sawtooth,2,13.84274,2.06614
S2,sawtooth,2,14.27052,2.093645
S2,sawtooth,2,14.69752,2.121145
S2,sawtooth,2,15.12546,2.145726
S2,sawtooth,2,15.55275,2.153624
S2,sawtooth,2,15.97945,0.002948718
S2,sawtooth,2,16.40735,0.003064102
S2,sawtooth,2,16.83434,0.002929487
S2,sawtooth,2,17.26194,0.003089744
S2,sawtooth,2,17.68954,0.003219231
S2,sawtooth,2,18.11603,0.003229487
S2,sawtooth,2,18.54435,0.002789743
S2,sawtooth,2,18.97128,0.003023077
S2,sawtooth,2,19.39868,0.003116667
S2,sawtooth,2,19.8264,0.00325
S2,sawtooth,2,0.2100461,0.08502179
S2,sawtooth,2,0.6372923,0.2241821
S2,sawtooth,2,1.064862,0.3514013
S2,sawtooth,2,1.491431,0.4668526
S2,sawtooth,2,1.9196,0.5698256
S2,sawtooth,2,2.346831,0.6598205
S2,sawtooth,2,2.773692,0.7444834
S2,sawtooth,2,3.201415,0.8254436
S2,sawtooth,2,3.628246,0.9007885
S2,sawtooth,2,4.056431,0.9735321
S2,sawtooth,2,4.483677,1.044153
S2,sawtooth,2,4.910323,1.111281
S2,sawtooth,2,5.338431,1.17476
S2,sawtooth,2,5.765369,1.237265
S2,sawtooth,2,6.193246,1.296876
S2,sawtooth,2,6.620508,1.353722
S2,sawtooth,2,7.047215,1.409008
S2,sawtooth,2,7.475369,1.462794
S2,sawtooth,2,7.90223,1.514346
S2,sawtooth,2,8.329831,1.564555
S2,sawtooth,2,8.757092,1.612995
S2,sawtooth,2,9.184,1.660388
S2,sawtooth,2,9.612292,1.705573
S2,sawtooth,2,10.03932,1.750017
S2,sawtooth,2,10.46635,1.792019
S2,sawtooth,2,10.89406,1.833387
S2,sawtooth,2,11.32075,1.874105
S2,sawtooth,2,11.74897,1.912847
S2,sawtooth,2,12.17618,1.949022
S2,sawtooth,2,12.60299,1.983286
S2,sawtooth,2,13.03089,2.013988
S2,sawtooth,2,13.45772,2.011735
S2,sawtooth,2,13.88578,0.001817949
S2,sawtooth,2,14.313,0.00180641
S2,sawtooth,3,0.01969231,0.02029744
S2,sawtooth,3,0.4467231,0.1630231
S2,sawtooth,3,0.8744,0.293
S2,sawtooth,3,1.301046,0.4100077
S2,sawtooth,3,1.729216,0.5125602
S2,sawtooth,3,2.156323,0.6070282
S2,sawtooth,3,2.5832,0.6920923
S2,sawtooth,3,3.011062,0.77195
S2,sawtooth,3,3.437631,0.8479679
S2,sawtooth,3,3.865923,0.9198692
S2,sawtooth,3,4.293108,0.9890359
S2,sawtooth,3,4.719784,1.055574
S2,sawtooth,3,5.147846,1.11941
S2,sawtooth,3,5.574569,1.181609
S2,sawtooth,3,6.002815,1.240929
S2,sawtooth,3,6.429769,1.298392
S2,sawtooth,3,6.8566,1.353108
S2,sawtooth,3,7.284662,1.406759
S2,sawtooth,3,7.711462,1.458049
S2,sawtooth,3,8.139338,1.507067
S2,sawtooth,3,8.566893,1.555032
S2,sawtooth,3,8.993615,1.601033
S2,sawtooth,3,9.421523,1.645251
S2,sawtooth,3,9.848707,1.68637
S2,sawtooth,3,10.276,1.719512
S2,sawtooth,3,10.70368,1.756368
S2,sawtooth,3,11.13022,1.78827
S2,sawtooth,3,11.55835,1.809513
S2,sawtooth,3,11.98565,1.827496
S2,sawtooth,3,12.41258,0.02041667
S2,sawtooth,3,12.84051,0.01606282
S2,sawtooth,3,13.26688,0.01607051
S2,sawtooth,3,13.69525,0.01611667
S2,sawtooth,3,14.12251,0.01623974
S2,sawtooth,3,14.54914,0.01622949
S2,sawtooth,3,14.97709,0.01624359
S2,sawtooth,3,15.40405,0.01630513
S2,sawtooth,3,0.1247231,0.0594218
S2,sawtooth,3,0.5522462,0.2057026
S2,sawtooth,3,0.979277,0.3353423
S2,sawtooth,3,1.407185,0.4514885
S2,sawtooth,3,1.834015,0.5531667
S2,sawtooth,3,2.261923,0.6433218
S2,sawtooth,3,2.689108,0.7289757
S2,sawtooth,3,3.115861,0.8082705
S2,sawtooth,3,3.543892,0.8841359
S2,sawtooth,3,3.9708,0.955841
S2,sawtooth,3,4.398631,1.026031
S2,sawtooth,3,4.826046,1.093501
S2,sawtooth,3,5.252492,1.157147
S2,sawtooth,3,5.680831,1.218771
S2,sawtooth,3,6.107846,1.279381
S2,sawtooth,3,6.535338,1.337112
S2,sawtooth,3,6.962985,1.39318
S2,sawtooth,3,7.389538,1.447305
S2,sawtooth,3,7.817677,1.499267
S2,sawtooth,3,8.244862,1.550473
S2,sawtooth,3,8.671739,1.600078
S2,sawtooth,3,9.099524,1.646979
S2,sawtooth,3,9.526293,1.691712
S2,sawtooth,3,9.954616,1.734981
S2,sawtooth,3,10.3816,1.777615
S2,sawtooth,3,10.80837,1.818581
S2,sawtooth,3,11.23646,1.858655
S2,sawtooth,3,11.66337,1.897621
S2,sawtooth,3,12.09122,1.934767
S2,sawtooth,3,12.51861,1.971079
S2,sawtooth,3,12.94514,2.005318
S2,sawtooth,3,13.37329,2.033246
S2,sawtooth,3,13.80015,2.060376
S2,sawtooth,3,14.22803,2.072124
S2,sawtooth,3,14.65548,2.075317
S2,sawtooth,3,15.08212,0.2139449
S2,sawtooth,3,15.51014,0.001821795
S2,sawtooth,3,15.93732,0.002111539
S2,sawtooth,3,16.36451,0.002076923
S2,sawtooth,3,16.79206,0.002057692
S2,sawtooth,3,17.21891,0.002165385
S2,sawtooth,3,17.64708,0.002289744
S2,sawtooth,3,18.07403,0.002223077
S2,sawtooth,3,18.50117,0.001907692
S2,sawtooth,3,18.92908,0.00223718
S2,sawtooth,3,19.35572,0.001184615
S2,sawtooth,3,0.1676462,0.07046539
S2,sawtooth,3,0.594323,0.210459
S2,sawtooth,3,1.022508,0.3356782
S2,sawtooth,3,1.449646,0.4482218
S2,sawtooth,3,1.876523,0.5488077
S2,sawtooth,3,2.304231,0.643223
S2,sawtooth,3,2.731031,0.7297602
S2,sawtooth,3,3.159138,0.8109641
S2,sawtooth,3,3.586354,0.8862603
S2,sawtooth,3,4.013339,0.959041
S2,sawtooth,3,4.441323,1.029306
S2,sawtooth,3,4.86797,1.096362
S2,sawtooth,3,5.296292,1.161077
S2,sawtooth,3,5.72337,1.223442
S2,sawtooth,3,6.149892,1.283423
S2,sawtooth,3,6.578031,1.34055
S2,sawtooth,3,7.005138,1.395318
S2,sawtooth,3,7.432738,1.448232
S2,sawtooth,3,7.860138,1.498754
S2,sawtooth,3,8.287015,1.54974
S2,sawtooth,3,8.715,1.599142
S2,sawtooth,3,9.142031,1.646847
S2,sawtooth,3,9.569369,1.692058
S2,sawtooth,3,9.997,1.735986
S2,sawtooth,3,10.42357,1.77824
S2,sawtooth,3,10.85171,1.818736
S2,sawtooth,3,11.27882,1.859586
S2,sawtooth,3,11.70595,1.898483
S2,sawtooth,3,12.13389,1.936069
S2,sawtooth,3,12.56031,1.972223
S2,sawtooth,3,12.98872,2.007376
S2,sawtooth,3,13.41589,2.041212
S2,sawtooth,3,13.84274,2.06614
S2,sawtooth,3,14.27052,2.093645
S2,sawtooth,3,14.69752,2.121145
S2,sawtooth,3,15.12546,2.145726
S2,sawtooth,3,15.55275,2.153624
S2,sawtooth,3,15.97945,0.002948718
S2,sawtooth,3,16.40735,0.003064102
S2,sawtooth,3,16.83434,0.002929487
S2,sawtooth,3,17.26194,0.003089744
S2,sawtooth,3,17.68954,0.003219231
S2,sawtooth,3,18.11603,0.003229487
S2,sawtooth,3,18.54435,0.002789743
S2,sawtooth,3,18.97128,0.003023077
S2,sawtooth,3,19.39868,0.003116667
S2,sawtooth,3,19.8264,0.00325
S2,sawtooth,3,0.2100461,0.08502179
S2,sawtooth,3,0.6372923,0.2241821
S2,sawtooth,3,1.064862,0.3514013
S2,sawtooth,3,1.491431,0.4668526
S2,sawtooth,3,1.9196,0.5698256
S2,sawtooth,3,2.346831,0.6598205
S2,sawtooth,3,2.773692,0.7444834
S2,sawtooth,3,3.201415,0.8254436
S2,sawtooth,3,3.628246,0.9007885
S2,sawtooth,3,4.056431,0.9735321
S2,sawtooth,3,4.483677,1.044153
S2,sawtooth,3,4.910323,1.111281
S2,sawtooth,3,5.338431,1.17476
S2,sawtooth,3,5.765369,1.237265
S2,sawtooth,3,6.193246,1.296876
S2,sawtooth,3,6.620508,1.353722
S2,sawtooth,3,7.047215,1.409008
S2,sawtooth,3,7.475369,1.462794
S2,sawtooth,3,7.90223,1.514346
S2,sawtooth,3,8.329831,1.564555
S2,sawtooth,3,8.757092,1.612995
S2,sawtooth,3,9.184,1.660388
S2,sawtooth,3,9.612292,1.705573
S2,sawtooth,3,10.03932,1.750017
S2,sawtooth,3,10.46635,1.792019
S2,sawtooth,3,10.89406,1.833387
S2,sawtooth,3,11.32075,1.874105
S2,sawtooth,3,11.74897,1.912847
S2,sawtooth,3,12.17618,1.949022
S2,sawtooth,3,12.60299,1.983286
S2,sawtooth,3,13.03089,2.013988
S2,sawtooth,3,13.45772,2.011735
S2,sawtooth,3,13.88578,0.001817949
S2,sawtooth,3,14.313,0.00180641
S2,sawtooth,4,0.01969231,0.02029744
S2,sawtooth,4,0.4467231,0.1630231
S2,sawtooth,4,0.8744,0.293
S2,sawtooth,4,1.301046,0.4100077
S2,sawtooth,4,1.729216,0.5125602
S2,sawtooth,4,2.156323,0.6070282
S2,sawtooth,4,2.5832,0.6920923
S2,sawtooth,4,3.011062,0.77195
S2,sawtooth,4,3.437631,0.8479679
S2,sawtooth,4,3.865923,0.9198692
S2,sawtooth,4,4.293108,0.9890359
S2,sawtooth,4,4.719784,1.055574
S2,sawtooth,4,5.147846,1.11941
S2,sawtooth,4,5.574569,1.181609
S2,sawtooth,4,6.002815,1.240929
S2,sawtooth,4,6.429769,1.298392
S2,sawtooth,4,6.8566,1.353108
S2,sawtooth,4,7.284662,1.406759
S2,sawtooth,4,7.711462,1.458049
S2,sawtooth,4,8.139338,1.507067
S2,sawtooth,4,8.566893,1.555032
S2,sawtooth,4,8.993615,1.601033
S2,sawtooth,4,9.421523,1.645251
S2,sawtooth,4,9.848707,1.68637
S2,sawtooth,4,10.276,1.719512
S2,sawtooth,4,10.70368,1.756368
S2,sawtooth,4,11.13022,1.78827
S2,sawtooth,4,11.55835,1.809513
S2,sawtooth,4,11.98565,1.827496
S2,sawtooth,4,12.41258,0.02041667
S2,sawtooth,4,12.84051,0.01606282
S2,sawtooth,4,13.26688,0.01607051
S2,sawtooth,4,13.69525,0.01611667
S2,sawtooth,4,14.12251,0.01623974
S2,sawtooth,4,14.54914,0.01622949
S2,sawtooth,4,14.97709,0.01624359
S2,sawtooth,4,15.40405,0.01630513
S2,sawtooth,4,0.1247231,0.0594218
S2,sawtooth,4,0.5522462,0.2057026
S2,sawtooth,4,0.979277,0.3353423
S2,sawtooth,4,1.407185,0.4514885
S2,sawtooth,4,1.834015,0.5531667
S2,sawtooth,4,2.261923,0.6433218
S2,sawtooth,4,2.689108,0.7289757
S2,sawtooth,4,3.115861,0.8082705
S2,sawtooth,4,3.543892,0.8841359
S2,sawtooth,4,3.9708,0.955841
S2,sawtooth,4,4.398631,1.026031
S2,sawtooth,4,4.826046,1.093501
S2,sawtooth,4,5.252492,1.157147
S2,sawtooth,4,5.680831,1.218771
S2,sawtooth,4,6.107846,1.279381
S2,sawtooth,4,6.535338,1.337112
S2,sawtooth,4,6.962985,1.39318
S2,sawtooth,4,7.389538,1.447305
S2,sawtooth,4,7.817677,1.499267
S2,sawtooth,4,8.244862,1.550473
S2,sawtooth,4,8.671739,1.600078
S2,sawtooth,4,9.099524,1.646979
S2,sawtooth,4,9.526293,1.691712
S2,sawtooth,4,9.954616,1.734981
S2,sawtooth,4,10.3816,1.777615
S2,sawtooth,4,10.80837,1.818581
S2,sawtooth,4,11.23646,1.858655
S2,sawtooth,4,11.66337,1.897621
S2,sawtooth,4,12.09122,1.934767
S2,sawtooth,4,12.51861,1.971079
S2,sawtooth,4,12.94514,2.005318
S2,sawtooth,4,13.37329,2.033246
S2,sawtooth,4,13.80015,2.060376
S2,sawtooth,4,14.22803,2.072124
S2,sawtooth,4,14.65548,2.075317
S2,sawtooth,4,15.08212,0.2139449
S2,sawtooth,4,15.51014,0.001821795
S2,sawtooth,4,15.93732,0.002111539
S2,sawtooth,4,16.36451,0.002076923
S2,sawtooth,4,16.79206,0.002057692
S2,sawtooth,4,17.21891,0.002165385
S2,sawtooth,4,17.64708,0.002289744
S2,sawtooth,4,18.07403,0.002223077
S2,sawtooth,4,18.50117,0.001907692
S2,sawtooth,4,18.92908,0.00223718
S2,sawtooth,4,19.35572,0.001184615
S2,sawtooth,4,0.1676462,0.07046539
S2,sawtooth,4,0.594323,0.210459
S2,sawtooth,4,1.022508,0.3356782
S2,sawtooth,4,1.449646,0.4482218
S2,sawtooth,4,1.876523,0.5488077
S2,sawtooth,4,2.304231,0.643223
S2,sawtooth,4,2.731031,0.7297602
S2,sawtooth,4,3.159138,0.8109641
S2,sawtooth,4,3.586354,0.8862603
S2,sawtooth,4,4.013339,0.959041
S2,sawtooth,4,4.441323,1.029306
S2,sawtooth,4,4.86797,1.096362
S2,sawtooth,4,5.296292,1.161077
S2,sawtooth,4,5.72337,1.223442
S2,sawtooth,4,6.149892,1.283423
S2,sawtooth,4,6.578031,1.34055
S2,sawtooth,4,7.005138,1.395318
S2,sawtooth,4,7.432738,1.448232
S2,sawtooth,4,7.860138,1.498754
S2,sawtooth,4,8.287015,1.54974
S2,sawtooth,4,8.715,1.599142
S2,sawtooth,4,9.142031,1.646847
S2,sawtooth,4,9.569369,1.692058
S2,sawtooth,4,9.997,1.735986
S2,sawtooth,4,10.42357,1.77824
S2,sawtooth,4,10.85171,1.818736
S2,sawtooth,4,11.27882,1.859586
S2,sawtooth,4,11.70595,1.898483
S2,sawtooth,4,12.13389,1.936069
S2,sawtooth,4,12.56031,1.972223
S2,sawtooth,4,12.98872,2.007376
S2,sawtooth,4,13.41589,2.041212
S2,sawtooth,4,13.84274,2.06614
S2,sawtooth,4,14.27052,2.093645
S2,sawtooth,4,14.69752,2.121145
S2,sawtooth,4,15.12546,2.145726
S2,sawtooth,4,15.55275,2.153624
S2,sawtooth,4,15.97945,0.002948718
S2,sawtooth,4,16.40735,0.003064102
S2,sawtooth,4,16.83434,0.002929487
S2,sawtooth,4,17.26194,0.003089744
S2,sawtooth,4,17.68954,0.003219231
S2,sawtooth,4,18.11603,0.003229487
S2,sawtooth,4,18.54435,0.002789743
S2,sawtooth,4,18.97128,0.003023077
S2,sawtooth,4,19.39868,0.003116667
S2,sawtooth,4,19.8264,0.00325
S2,sawtooth,4,0.2100461,0.08502179
S2,sawtooth,4,0.6372923,0.2241821
S2,sawtooth,4,1.064862,0.3514013
S2,sawtooth,4,1.491431,0.4668526
S2,sawtooth,4,1.9196,0.5698256
S2,sawtooth,4,2.346831,0.6598205
S2,sawtooth,4,2.773692,0.7444834
S2,sawtooth,4,3.201415,0.8254436
S2,sawtooth,4,3.628246,0.9007885
S2,sawtooth,4,4.056431,0.9735321
S2,sawtooth,4,4.483677,1.044153
S2,sawtooth,4,4.910323,1.111281
S2,sawtooth,4,5.338431,1.17476
S2,sawtooth,4,5.765369,1.237265
S2,sawtooth,4,6.193246,1.296876
S2,sawtooth,4,6.620508,1.353722
S2,sawtooth,4,7.047215,1.409008
S2,sawtooth,4,7.475369,1.462794
S2,sawtooth,4,7.90223,1.514346
S2,sawtooth,4,8.329831,1.564555
S2,sawtooth,4,8.757092,1.612995
S2,sawtooth,4,9.184,1.660388
S2,sawtooth,4,9.612292,1.705573
S2,sawtooth,4,10.03932,1.750017
S2,sawtooth,4,10.46635,1.792019
S2,sawtooth,4,10.89406,1.833387
S2,sawtooth,4,11.32075,1.874105
S2,sawtooth,4,11.74897,1.912847
S2,sawtooth,4,12.17618,1.949022
S2,sawtooth,4,12.60299,1.983286
S2,sawtooth,4,13.03089,2.013988
S2,sawtooth,4,13.45772,2.011735
S2,sawtooth,4,13.88578,0.001817949
S2,sawtooth,4,14.313,0.00180641
S2,sawtooth,5,0.01924615,0.0212141
S2,sawtooth,5,0.1884308,0.07730898
S2,sawtooth,5,0.3596,0.1348795
S2,sawtooth,5,0.5300154,0.1903256
S2,sawtooth,5,0.7014308,0.2433577
S2,sawtooth,5,0.8716769,0.2949141
S2,sawtooth,5,1.043477,0.3436423
S2,sawtooth,5,1.213692,0.3901808
S2,sawtooth,5,1.385262,0.4336782
S2,sawtooth,5,1.556092,0.4740795
S2,sawtooth,5,1.727046,0.5134641
S2,sawtooth,5,1.898185,0.5517116
S2,sawtooth,5,2.0684,0.588991
S2,sawtooth,5,2.24,0.6242295
S2,sawtooth,5,2.410062,0.6582385
S2,sawtooth,5,2.582015,0.691582
S2,sawtooth,5,2.7522,0.7239192
S2,sawtooth,5,2.9238,0.7557333
S2,sawtooth,5,3.094662,0.7866872
S2,sawtooth,5,3.2652,0.8171602
S2,sawtooth,5,3.436754,0.8469333
S2,sawtooth,5,3.606938,0.8766436
S2,sawtooth,5,3.778431,0.9056731
S2,sawtooth,5,3.948646,0.9345102
S2,sawtooth,5,4.120508,0.9629128
S2,sawtooth,5,4.290692,0.9910244
S2,sawtooth,5,4.462215,1.018632
S2,sawtooth,5,4.633169,1.045621
S2,sawtooth,5,4.803739,1.072737
S2,sawtooth,5,4.975369,1.099203
S2,sawtooth,5,5.145169,1.125295
S2,sawtooth,5,5.316892,1.150637
S2,sawtooth,5,5.487139,1.175914
S2,sawtooth,5,5.659046,1.200863
S2,sawtooth,5,5.829308,1.225058
S2,sawtooth,5,6.000646,1.249396
S2,sawtooth,5,6.171815,1.273091
S2,sawtooth,5,6.342277,1.296462
S2,sawtooth,5,6.513831,1.319355
S2,sawtooth,5,6.683892,1.342603
S2,sawtooth,5,6.855431,1.365603
S2,sawtooth,5,7.025723,1.388294
S2,sawtooth,5,7.197477,1.410421
S2,sawtooth,5,7.367692,1.431769
S2,sawtooth,5,7.539216,1.452349
S2,sawtooth,5,7.7102,1.473258
S2,sawtooth,5,7.881,1.494696
S2,sawtooth,5,8.051908,1.515245
S2,sawtooth,5,8.222246,1.535903
S2,sawtooth,5,8.393892,1.556127
S2,sawtooth,5,8.564369,1.57603
S2,sawtooth,5,8.735892,1.59545
S2,sawtooth,5,8.906384,1.614254
S2,sawtooth,5,9.0776,1.632855
S2,sawtooth,5,9.248816,1.651121
S2,sawtooth,5,9.419277,1.669603
S2,sawtooth,5,9.590723,1.687708
S2,sawtooth,5,9.760861,1.705644
S2,sawtooth,5,9.932539,1.722671
S2,sawtooth,5,10.10265,1.739912
S2,sawtooth,5,10.27443,1.756628
S2,sawtooth,5,10.44492,1.773433
S2,sawtooth,5,10.61629,1.789259
S2,sawtooth,5,10.78735,1.804832
S2,sawtooth,5,10.95762,1.819846
S2,sawtooth,5,11.12911,1.832972
S2,sawtooth,5,11.2994,1.84704
S2,sawtooth,5,11.471,1.859656
S2,sawtooth,5,11.64114,1.872147
S2,sawtooth,5,11.81297,1.88052
S2,sawtooth,5,11.98354,1.885203
S2,sawtooth,5,12.15472,1.866276
S2,sawtooth,5,12.32597,1.020805
S2,sawtooth,5,12.4962,0.01480128
S2,sawtooth,5,12.66775,0.01487179
S2,sawtooth,5,12.83771,0.01477949
S2,sawtooth,5,13.00949,0.01478077
S2,sawtooth,5,13.17975,0.01481795
S2,sawtooth,5,13.35151,0.0148641
S2,sawtooth,5,13.5222,0.01485897
S2,sawtooth,5,13.69321,0.01498205
S2,sawtooth,5,13.86435,0.01493974
S2,sawtooth,5,14.03462,0.01502308
S2,sawtooth,5,14.20614,0.01506667
S2,sawtooth,5,14.37651,0.0151141
S2,sawtooth,5,14.54789,0.0151218
S2,sawtooth,5,14.71841,0.01514615
S2,sawtooth,5,14.88978,0.01517051
S2,sawtooth,5,15.06058,0.01513205
S2,sawtooth,5,15.2318,0.01512821
S2,sawtooth,5,15.40286,0.01515897
S2,sawtooth,5,15.57335,0.01509744
S2,sawtooth,5,15.74449,0.0151359
S2,sawtooth,5,15.91489,0.01510513
S2,sawtooth,5,16.08631,0.01519615
S2,sawtooth,5,16.2568,0.01517821
S2,sawtooth,5,16.42835,0.01522564
S2,sawtooth,5,16.5992,0.01527949
S2,sawtooth,5,16.77019,0.01536538
S2,sawtooth,5,16.94125,0.01534744
S2,sawtooth,5,17.11161,0.01538718
S2,sawtooth,5,17.28321,0.01544103
S2,sawtooth,5,17.4534,0.01538462
S2,sawtooth,5,17.625,0.01540385
S2,sawtooth,5,17.79514,0.01474615
S2,sawtooth,5,17.96697,0.01487436
S2,sawtooth,5,18.13782,0.01500256
S2,sawtooth,5,18.30868,0.01508077
S2,sawtooth,5,18.47994,0.01511667
S2,sawtooth,5,18.65008,0.01513205
S2,sawtooth,5,18.82152,0.01524615
S2,sawtooth,5,18.99186,0.01526538
S2,sawtooth,5,19.16354,0.01530769
S2,sawtooth,5,19.33368,0.01530513
S2,sawtooth,5,19.50528,0.01529231
S2,sawtooth,5,19.67623,0.01531923
S2,sawtooth,5,19.84714,0.01532179
S2,sawtooth,5,20.0184,0.01507308
S2,sawtooth,5,20.18869,0.01531795
S2,sawtooth,5,20.36022,0.01537821
S2,sawtooth,5,20.53035,0.01534615
S2,sawtooth,5,20.70197,0.0153859
S2,sawtooth,5,20.87229,0.01539487
S2,sawtooth,5,21.04397,0.01523205
S2,sawtooth,5,21.21489,0.01524487
S2,sawtooth,5,21.38564,0.01552179
S2,sawtooth,5,21.55697,0.01581154
S2,sawtooth,5,21.72708,0.01478846
S2,sawtooth,5,21.89842,0.01493077
S2,sawtooth,5,22.06902,0.01388846
S2,sawtooth,5,22.24065,0.0144141
S2,sawtooth,5,22.41088,0.01439359
S2,sawtooth,5,22.58235,0.01425513
S2,sawtooth,5,22.75315,0.01414744
S2,sawtooth,5,22.92434,0.01420128
S2,sawtooth,5,23.09535,0.01427692
S2,sawtooth,5,23.26581,0.01426538
S2,sawtooth,5,23.43722,0.01433718
S2,sawtooth,5,23.60743,0.01434231
S2,sawtooth,5,23.77877,0.01426923
S2,sawtooth,5,23.94942,0.01437949
S2,sawtooth,5,24.12102,0.01439615
S2,sawtooth,5,24.29189,0.01437436
S2,sawtooth,5,24.46257,0.01436154
S2,sawtooth,5,24.63386,0.01442051
S2,sawtooth,5,24.80405,0.01441795
S2,sawtooth,5,24.97552,0.01447564
S2,sawtooth,5,25.14582,0.01449872
S2,sawtooth,5,25.31762,0.01460256
S2,sawtooth,5,25.48803,0.0146718
S2,sawtooth,5,25.65948,0.0146141
S2,sawtooth,5,25.83039,0.01473846
S2,sawtooth,5,26.00098,0.01474615
S2,sawtooth,5,26.17251,0.0148
S2,sawtooth,5,26.34258,0.01478846
S2,sawtooth,5,26.51422,0.01427692
S2,sawtooth,5,26.6844,0.0143641
S2,sawtooth,5,26.85615,0.01444615
S2,sawtooth,5,27.02649,0.01450897
S3,sawtooth,1,0.01889231,0.02056795
S3,sawtooth,1,0.7434308,0.2483436
S3,sawtooth,1,1.469185,0.4492244
S3,sawtooth,1,2.196492,0.6137525
S3,sawtooth,1,2.922677,0.7434487
S3,sawtooth,1,3.649169,0.8655539
S3,sawtooth,1,4.376,0.97925
S3,sawtooth,1,5.101816,1.086171
S3,sawtooth,1,5.829077,1.186926
S3,sawtooth,1,6.5558,1.28055
S3,sawtooth,1,7.281169,1.365809
S3,sawtooth,1,8.0084,1.435931
S3,sawtooth,1,8.735154,1.511328
S3,sawtooth,1,9.460969,1.581882
S3,sawtooth,1,10.18811,1.649083
S3,sawtooth,1,10.91418,1.709783
S3,sawtooth,1,11.64086,1.76869
S3,sawtooth,1,12.36782,1.824703
S3,sawtooth,1,13.09355,1.872264
S3,sawtooth,1,13.82085,0.003096154
S3,sawtooth,1,14.54731,0.004162821
S3,sawtooth,1,15.27303,0.004614103
S3,sawtooth,1,16.00045,0.004726923
S3,sawtooth,1,16.72674,0.004453846
