group,type,specimen,strain,stress
F1,flat,5,8.697262,0.03655474
F1,flat,5,8.697262,0.03648551
F1,flat,5,8.697262,0.03659821
F1,flat,5,8.697308,0.036525
F1,flat,5,8.697339,0.03655641
F1,flat,5,8.697415,0.03654397
F1,flat,5,8.697461,0.03649692
F1,flat,5,8.697492,0.03653436
F1,flat,5,8.697492,0.03652
F1,flat,5,8.697492,0.03652833
F1,flat,5,8.697492,0.03650744
F1,flat,5,8.697492,0.03651013
F1,flat,5,8.697492,0.03651692
F1,flat,5,8.697492,0.03651051
F1,flat,5,8.697492,0.03650731
F1,flat,5,8.697492,0.036525
F1,flat,5,8.697492,0.03650423
F1,flat,5,8.697492,0.03651154
F1,flat,5,0.08255385,0.03825282
F1,flat,5,0.3828769,0.1288188
F1,flat,5,0.6819538,0.2152247
F1,flat,5,0.9810461,0.2974605
F1,flat,5,1.280277,0.3747701
F1,flat,5,1.5794,0.4470377
F1,flat,5,1.878631,0.5153018
F1,flat,5,2.177877,0.5799454
F1,flat,5,2.476923,0.6420382
F1,flat,5,2.776077,0.7012038
F1,flat,5,3.075123,0.7583958
F1,flat,5,3.374354,0.8132551
F1,flat,5,3.673523,0.8655406
F1,flat,5,3.9728,0.9150869
F1,flat,5,4.272,0.9614573
F1,flat,5,4.570954,1.008997
F1,flat,5,4.87043,1.053481
F1,flat,5,5.169277,1.096279
F1,flat,5,5.468369,1.136836
F1,flat,5,5.767369,1.135329
F1,flat,5,6.066384,1.152562
F1,flat,5,6.365308,1.175413
F1,flat,5,6.664354,1.197991
F1,flat,5,6.963431,1.230218
F1,flat,5,7.262523,1.259201
F1,flat,5,7.561492,1.288474
F1,flat,5,7.8608,1.313479
F1,flat,5,8.159893,1.337766
F1,flat,5,8.459124,1.358969
F1,flat,5,8.758246,1.353507
F1,flat,5,9.0574,1.348386
F1,flat,5,9.296969,0.02966449
F1,flat,5,9.292139,0.02832961
F1,flat,5,9.291061,0.02839603
F1,flat,5,9.291061,0.02838308
F1,flat,5,9.291061,0.02832744
F1,flat,5,9.291093,0.02834436
F1,flat,5,9.291093,0.02828167
F1,flat,5,9.291138,0.02825103
F1,flat,5,9.291169,0.02827077
F1,flat,5,9.291246,0.0282709
F1,flat,5,9.291292,0.02827756
F1,flat,5,9.291292,0.02826128
F1,flat,5,9.291292,0.02826038
F1,flat,5,9.291323,0.02826244
F1,flat,5,9.291323,0.02826038
F1,flat,5,0.1233385,0.04347936
F1,flat,5,0.4232308,0.1231373
F1,flat,5,0.7224615,0.1989662
F1,flat,5,1.021662,0.2697868
F1,flat,5,1.320477,0.3323788
F1,flat,5,1.619877,0.3960805
F1,flat,5,1.919154,0.453269
F1,flat,5,2.218338,0.5079533
F1,flat,5,2.517662,0.557188
F1,flat,5,2.816585,0.6046799
F1,flat,5,3.115754,0.6514761
F1,flat,5,3.414831,0.6978405
F1,flat,5,3.713846,0.742449
F1,flat,5,4.012769,0.783579
F1,flat,5,4.311923,0.8208691
F1,flat,5,4.610969,0.8588937
F1,flat,5,4.909908,0.8932814
F1,flat,5,5.209107,0.9279566
F1,flat,5,5.508385,0.9599887
F1,flat,5,5.807123,0.9670378
F1,flat,5,6.046831,0.02836013
F1,flat,5,6.041646,0.02817782
F1,flat,5,6.040816,0.02819295
F1,flat,5,6.040816,0.02802231
F1,flat,5,6.040816,0.02791603
F1,flat,5,6.040816,0.02795064
F1,flat,5,6.040846,0.02792795
F1,flat,5,6.040846,0.02797731
F1,flat,5,6.040846,0.02794474
F1,flat,5,6.040923,0.02794
F1,flat,5,6.040969,0.02794846
F1,flat,5,6.040969,0.02793295
F1,flat,5,6.041,0.02792654
F1,flat,5,6.041,0.02794205
F1,flat,5,6.041,0.02793372
F1,flat,5,6.041,0.02793487
F1,flat,5,6.041,0.02792539
F1,flat,5,6.041,0.02793833
F1,flat,5,6.041,0.02793282
F1,flat,5,6.041,0.02792654
F1,flat,5,6.041,0.02793782
F1,flat,5,6.041,0.02792654
F1,flat,5,6.041,0.02793423
F1,flat,5,6.041,0.02792744
F1,flat,5,6.041,0.02793103
F1,flat,5,6.041,0.02795474
N1,sinusoidal,1,0.01893846,0.02143013
N1,sinusoidal,1,0.7857077,0.2338203
N1,sinusoidal,1,1.555738,0.4220969
N1,sinusoidal,1,2.324277,0.5872065
N1,sinusoidal,1,3.094277,0.7318287
N1,sinusoidal,1,3.862785,0.8591865
N1,sinusoidal,1,4.632661,0.9766354
N1,sinusoidal,1,5.401354,1.08777
N1,sinusoidal,1,6.171246,1.191626
N1,sinusoidal,1,6.939785,1.290588
N1,sinusoidal,1,7.709969,1.383356
N1,sinusoidal,1,8.47837,1.473926
N1,sinusoidal,1,9.248277,1.561571
N1,sinusoidal,1,10.01675,1.646301
N1,sinusoidal,1,10.78679,1.726586
N1,sinusoidal,1,11.55537,1.804705
N1,sinusoidal,1,12.32528,1.877448
N1,sinusoidal,1,13.09386,1.950046
N1,sinusoidal,1,13.86371,2.018806
N1,sinusoidal,1,14.63229,2.083399
N1,sinusoidal,1,15.40251,1.930237
N1,sinusoidal,1,15.54969,0.007580897
N1,sinusoidal,1,15.54969,0.007202564
N1,sinusoidal,1,15.54974,0.007136154
N1,sinusoidal,1,15.54989,0.007122564
N1,sinusoidal,1,15.54992,0.007104615
N1,sinusoidal,1,0.6378615,0.2021948
N1,sinusoidal,1,1.406261,0.4061886
N1,sinusoidal,1,2.176246,0.5750981
N1,sinusoidal,1,2.9446,0.7262227
N1,sinusoidal,1,3.714754,0.8585901
N1,sinusoidal,1,4.483262,0.9840128
N1,sinusoidal,1,5.253323,1.099392
N1,sinusoidal,1,6.021754,1.207923
N1,sinusoidal,1,6.791908,1.308796
N1,sinusoidal,1,7.560185,1.403088
N1,sinusoidal,1,8.330215,1.489518
N1,sinusoidal,1,9.0988,1.569101
N1,sinusoidal,1,9.868908,1.554543
N1,sinusoidal,1,10.63726,1.618507
N1,sinusoidal,1,11.40717,1.67164
N1,sinusoidal,1,0.3401231,0.1147891
N1,sinusoidal,1,1.109662,0.3302338
N1,sinusoidal,1,1.878631,0.5186579
N1,sinusoidal,1,2.648246,0.6821818
N1,sinusoidal,1,3.417323,0.828565
N1,sinusoidal,1,4.186631,0.9562345
N1,sinusoidal,1,4.955969,1.07668
N1,sinusoidal,1,5.725169,1.189411
N1,sinusoidal,1,6.494092,1.294169
N1,sinusoidal,1,7.263708,1.393677
N1,sinusoidal,1,8.032892,1.485023
N1,sinusoidal,1,8.802015,1.572131
N1,sinusoidal,1,9.571477,1.65267
N1,sinusoidal,1,10.34066,1.729227
N1,sinusoidal,1,11.10994,1.803083
N1,sinusoidal,1,11.87901,1.871103
N1,sinusoidal,1,12.64848,1.934997
N1,sinusoidal,1,13.41759,1.996019
N1,sinusoidal,1,14.18686,2.053366
N1,sinusoidal,1,14.95612,2.104009
N1,sinusoidal,1,15.72558,2.148699
N1,sinusoidal,1,16.49455,2.186076
N1,sinusoidal,1,17.26417,2.190647
N1,sinusoidal,1,17.45412,0.02927423
N1,sinusoidal,1,17.45405,0.02934808
N1,sinusoidal,1,17.45412,0.02931
N1,sinusoidal,1,17.45428,0.02926846
N1,sinusoidal,1,17.45428,0.02929359
N1,sinusoidal,1,0.6584154,0.2073318
N1,sinusoidal,1,1.426846,0.4101632
N1,sinusoidal,1,2.196954,0.5813135
N1,sinusoidal,1,2.965338,0.7341194
N1,sinusoidal,1,3.735338,0.8724396
N1,sinusoidal,1,4.503769,0.9942685
N1,sinusoidal,1,5.2738,1.112523
N1,sinusoidal,1,6.042184,1.22253
N1,sinusoidal,1,6.812262,1.325731
N1,sinusoidal,1,7.580769,1.422331
N1,sinusoidal,1,8.350846,1.513576
N1,sinusoidal,1,9.119493,1.598141
N1,sinusoidal,1,9.889308,1.676698
N1,sinusoidal,1,10.65819,1.74623
N1,sinusoidal,1,11.42785,1.739517
N1,sinusoidal,1,0.4016,0.1368249
N1,sinusoidal,1,1.171646,0.3481503
N1,sinusoidal,1,1.940031,0.5289071
N1,sinusoidal,1,2.710262,0.6853688
N1,sinusoidal,1,3.478569,0.8252667
N1,sinusoidal,1,4.248492,0.9521292
N1,sinusoidal,1,5.016984,1.070893
N1,sinusoidal,1,5.786831,1.181843
N1,sinusoidal,1,6.555646,1.286952
N1,sinusoidal,1,7.325446,1.38466
N1,sinusoidal,1,8.093908,1.475054
N1,sinusoidal,1,8.863954,1.560634
N1,sinusoidal,1,9.632339,1.640755
N1,sinusoidal,1,10.40242,1.71568
N1,sinusoidal,1,11.17088,1.783592
N1,sinusoidal,1,11.94083,1.737082
N1,sinusoidal,1,12.70934,1.763303
N1,sinusoidal,1,12.92168,0.01610295
N1,sinusoidal,1,12.92163,0.01605487
N1,sinusoidal,1,12.92163,0.0160109
N1,sinusoidal,1,12.92171,0.01599436
N1,sinusoidal,1,12.92178,0.01600474
N1,sinusoidal,1,12.92183,0.01600308
N1,sinusoidal,1,12.92183,0.01599346
N1,sinusoidal,1,12.92183,0.01599692
N1,sinusoidal,1,12.92183,0.01597987
N1,sinusoidal,1,12.92178,0.01597782
N1,sinusoidal,1,12.92178,0.0159809
N1,sinusoidal,1,12.92178,0.01597769
N1,sinusoidal,1,12.92178,0.01597461
N1,sinusoidal,1,12.92178,0.01598167
N1,sinusoidal,1,12.92178,0.01596705
N1,sinusoidal,1,12.92178,0.01597705
N1,sinusoidal,1,12.92178,0.01597538
N1,sinusoidal,1,12.92178,0.01597679
N1,sinusoidal,1,12.92178,0.01597308
N1,sinusoidal,1,12.92178,0.01597333
N1,sinusoidal,1,12.92178,0.01597295
N1,sinusoidal,1,12.92178,0.01597282
N1,sinusoidal,1,12.92178,0.01598308
N1,sinusoidal,1,12.92178,0.01597269
N1,sinusoidal,1,12.92178,0.01597372
N1,sinusoidal,1,12.92178,0.01597564
N1,sinusoidal,1,12.92178,0.01597179
N1,sinusoidal,1,12.92178,0.01596282
N1,sinusoidal,1,12.92178,0.01596244
N1,sinusoidal,1,12.92178,0.01596346
N1,sinusoidal,1,12.92178,0.01597256
N1,sinusoidal,1,12.92178,0.01597436
N1,sinusoidal,1,12.92178,0.01597577
N1,sinusoidal,1,12.92178,0.01597898
N1,sinusoidal,1,12.92178,0.01597795
N1,sinusoidal,1,12.92178,0.01596526
N1,sinusoidal,1,12.92178,0.01596731
N1,sinusoidal,1,12.92178,0.01596333
N1,sinusoidal,1,12.92178,0.01597898
N1,sinusoidal,1,12.92178,0.01596808
N1,sinusoidal,1,12.92178,0.01596885
N1,sinusoidal,1,12.92178,0.0159632
N1,sinusoidal,1,12.92178,0.01596333
N1,sinusoidal,1,12.92178,0.01596833
N1,sinusoidal,1,12.92178,0.01596923
N1,sinusoidal,1,12.92178,0.01597667
N1,sinusoidal,1,12.92178,0.01597154
N1,sinusoidal,1,12.92178,0.01598256
N1,sinusoidal,1,12.92178,0.01596397
N1,sinusoidal,1,12.92178,0.01596962
N1,sinusoidal,1,12.92178,0.01595872
N1,sinusoidal,2,0.01893846,0.02143013
N1,sinusoidal,2,0.7857077,0.2338203
N1,sinusoidal,2,1.555738,0.4220969
N1,sinusoidal,2,2.324277,0.5872065
N1,sinusoidal,2,3.094277,0.7318287
N1,sinusoidal,2,3.862785,0.8591865
N1,sinusoidal,2,4.632661,0.9766354
N1,sinusoidal,2,5.401354,1.08777
N1,sinusoidal,2,6.171246,1.191626
N1,sinusoidal,2,6.939785,1.290588
N1,sinusoidal,2,7.709969,1.383356
N1,sinusoidal,2,8.47837,1.473926
N1,sinusoidal,2,9.248277,1.561571
N1,sinusoidal,2,10.01675,1.646301
N1,sinusoidal,2,10.78679,1.726586
N1,sinusoidal,2,11.55537,1.804705
N1,sinusoidal,2,12.32528,1.877448
N1,sinusoidal,2,13.09386,1.950046
N1,sinusoidal,2,13.86371,2.018806
N1,sinusoidal,2,14.63229,2.083399
N1,sinusoidal,2,15.40251,1.930237
N1,sinusoidal,2,15.54969,0.007580897
N1,sinusoidal,2,15.54969,0.007202564
N1,sinusoidal,2,15.54974,0.007136154
N1,sinusoidal,2,15.54989,0.007122564
N1,sinusoidal,2,15.54992,0.007104615
N1,sinusoidal,2,0.6378615,0.2021948
N1,sinusoidal,2,1.406261,0.4061886
N1,sinusoidal,2,2.176246,0.5750981
N1,sinusoidal,2,2.9446,0.7262227
N1,sinusoidal,2,3.714754,0.8585901
N1,sinusoidal,2,4.483262,0.9840128
N1,sinusoidal,2,5.253323,1.099392
N1,sinusoidal,2,6.021754,1.207923
N1,sinusoidal,2,6.791908,1.308796
N1,sinusoidal,2,7.560185,1.403088
N1,sinusoidal,2,8.330215,1.489518
N1,sinusoidal,2,9.0988,1.569101
N1,sinusoidal,2,9.868908,1.554543
N1,sinusoidal,2,10.63726,1.618507
N1,sinusoidal,2,11.40717,1.67164
N1,sinusoidal,2,0.3401231,0.1147891
N1,sinusoidal,2,1.109662,0.3302338
N1,sinusoidal,2,1.878631,0.5186579
N1,sinusoidal,2,2.648246,0.6821818
N1,sinusoidal,2,3.417323,0.828565
N1,sinusoidal,2,4.186631,0.9562345
N1,sinusoidal,2,4.955969,1.07668
N1,sinusoidal,2,5.725169,1.189411
N1,sinusoidal,2,6.494092,1.294169
N1,sinusoidal,2,7.263708,1.393677
N1,sinusoidal,2,8.032892,1.485023
N1,sinusoidal,2,8.802015,1.572131
N1,sinusoidal,2,9.571477,1.65267
N1,sinusoidal,2,10.34066,1.729227
N1,sinusoidal,2,11.10994,1.803083
N1,sinusoidal,2,11.87901,1.871103
N1,sinusoidal,2,12.64848,1.934997
N1,sinusoidal,2,13.41759,1.996019
N1,sinusoidal,2,14.18686,2.053366
N1,sinusoidal,2,14.95612,2.104009
N1,sinusoidal,2,15.72558,2.148699
N1,sinusoidal,2,16.49455,2.186076
N1,sinusoidal,2,17.26417,2.190647
N1,sinusoidal,2,17.45412,0.02927423
N1,sinusoidal,2,17.45405,0.02934808
N1,sinusoidal,2,17.45412,0.02931
N1,sinusoidal,2,17.45428,0.02926846
N1,sinusoidal,2,17.45428,0.02929359
N1,sinusoidal,2,0.6584154,0.2073318
N1,sinusoidal,2,1.426846,0.4101632
N1,sinusoidal,2,2.196954,0.5813135
N1,sinusoidal,2,2.965338,0.7341194
N1,sinusoidal,2,3.735338,0.8724396
N1,sinusoidal,2,4.503769,0.9942685
N1,sinusoidal,2,5.2738,1.112523
N1,sinusoidal,2,6.042184,1.22253
N1,sinusoidal,2,6.812262,1.325731
N1,sinusoidal,2,7.580769,1.422331
N1,sinusoidal,2,8.350846,1.513576
N1,sinusoidal,2,9.119493,1.598141
N1,sinusoidal,2,9.889308,1.676698
N1,sinusoidal,2,10.65819,1.74623
N1,sinusoidal,2,11.42785,1.739517
N1,sinusoidal,2,0.4016,0.1368249
N1,sinusoidal,2,1.171646,0.3481503
N1,sinusoidal,2,1.940031,0.5289071
N1,sinusoidal,2,2.710262,0.6853688
N1,sinusoidal,2,3.478569,0.8252667
N1,sinusoidal,2,4.248492,0.9521292
N1,sinusoidal,2,5.016984,1.070893
N1,sinusoidal,2,5.786831,1.181843
N1,sinusoidal,2,6.555646,1.286952
N1,sinusoidal,2,7.325446,1.38466
N1,sinusoidal,2,8.093908,1.475054
N1,sinusoidal,2,8.863954,1.560634
N1,sinusoidal,2,9.632339,1.640755
N1,sinusoidal,2,10.40242,1.71568
N1,sinusoidal,2,11.17088,1.783592
N1,sinusoidal,2,11.94083,1.737082
N1,sinusoidal,2,12.70934,1.763303
N1,sinusoidal,2,12.92168,0.01610295
N1,sinusoidal,2,12.92163,0.01605487
N1,sinusoidal,2,12.92163,0.0160109
N1,sinusoidal,2,12.92171,0.01599436
N1,sinusoidal,2,12.92178,0.01600474
N1,sinusoidal,2,12.92183,0.01600308
N1,sinusoidal,2,12.92183,0.01599346
N1,sinusoidal,2,12.92183,0.01599692
N1,sinusoidal,2,12.92183,0.01597987
N1,sinusoidal,2,12.92178,0.01597782
N1,sinusoidal,2,12.92178,0.0159809
N1,sinusoidal,2,12.92178,0.01597769
N1,sinusoidal,2,12.92178,0.01597461
N1,sinusoidal,2,12.92178,0.01598167
N1,sinusoidal,2,12.92178,0.01596705
N1,sinusoidal,2,12.92178,0.01597705
N1,sinusoidal,2,12.92178,0.01597538
N1,sinusoidal,2,12.92178,0.01597679
N1,sinusoidal,2,12.92178,0.01597308
N1,sinusoidal,2,12.92178,0.01597333
N1,sinusoidal,2,12.92178,0.01597295
N1,sinusoidal,2,12.92178,0.01597282
N1,sinusoidal,2,12.92178,0.01598308
N1,sinusoidal,2,12.92178,0.01597269
N1,sinusoidal,2,12.92178,0.01597372
N1,sinusoidal,2,12.92178,0.01597564
N1,sinusoidal,2,12.92178,0.01597179
N1,sinusoidal,2,12.92178,0.01596282
N1,sinusoidal,2,12.92178,0.01596244
N1,sinusoidal,2,12.92178,0.01596346
N1,sinusoidal,2,12.92178,0.01597256
N1,sinusoidal,2,12.92178,0.01597436
N1,sinusoidal,2,12.92178,0.01597577
N1,sinusoidal,2,12.92178,0.01597898
N1,sinusoidal,2,12.92178,0.01597795
N1,sinusoidal,2,12.92178,0.01596526
N1,sinusoidal,2,12.92178,0.01596731
N1,sinusoidal,2,12.92178,0.01596333
N1,sinusoidal,2,12.92178,0.01597898
N1,sinusoidal,2,12.92178,0.01596808
N1,sinusoidal,2,12.92178,0.01596885
N1,sinusoidal,2,12.92178,0.0159632
N1,sinusoidal,2,12.92178,0.01596333
N1,sinusoidal,2,12.92178,0.01596833
N1,sinusoidal,2,12.92178,0.01596923
N1,sinusoidal,2,12.92178,0.01597667
N1,sinusoidal,2,12.92178,0.01597154
N1,sinusoidal,2,12.92178,0.01598256
N1,sinusoidal,2,12.92178,0.01596397
N1,sinusoidal,2,12.92178,0.01596962
N1,sinusoidal,2,12.92178,0.01595872
N1,sinusoidal,3,0.01893846,0.02143013
N1,sinusoidal,3,0.7857077,0.2338203
N1,sinusoidal,3,1.555738,0.4220969
N1,sinusoidal,3,2.324277,0.5872065
N1,sinusoidal,3,3.094277,0.7318287
N1,sinusoidal,3,3.862785,0.8591865
N1,sinusoidal,3,4.632661,0.9766354
N1,sinusoidal,3,5.401354,1.08777
N1,sinusoidal,3,6.171246,1.191626
N1,sinusoidal,3,6.939785,1.290588
N1,sinusoidal,3,7.709969,1.383356
N1,sinusoidal,3,8.47837,1.473926
N1,sinusoidal,3,9.248277,1.561571
N1,sinusoidal,3,10.01675,1.646301
N1,sinusoidal,3,10.78679,1.726586
N1,sinusoidal,3,11.55537,1.804705
N1,sinusoidal,3,12.32528,1.877448
N1,sinusoidal,3,13.09386,1.950046
N1,sinusoidal,3,13.86371,2.018806
N1,sinusoidal,3,14.63229,2.083399
N1,sinusoidal,3,15.40251,1.930237
N1,sinusoidal,3,15.54969,0.007580897
N1,sinusoidal,3,15.54969,0.007202564
N1,sinusoidal,3,15.54974,0.007136154
N1,sinusoidal,3,15.54989,0.007122564
N1,sinusoidal,3,15.54992,0.007104615
N1,sinusoidal,3,0.6378615,0.2021948
N1,sinusoidal,3,1.406261,0.4061886
N1,sinusoidal,3,2.176246,0.5750981
N1,sinusoidal,3,2.9446,0.7262227
N1,sinusoidal,3,3.714754,0.8585901
N1,sinusoidal,3,4.483262,0.9840128
N1,sinusoidal,3,5.253323,1.099392
N1,sinusoidal,3,6.021754,1.207923
N1,sinusoidal,3,6.791908,1.308796
N1,sinusoidal,3,7.560185,1.403088
N1,sinusoidal,3,8.330215,1.489518
N1,sinusoidal,3,9.0988,1.569101
N1,sinusoidal,3,9.868908,1.554543
N1,sinusoidal,3,10.63726,1.618507
N1,sinusoidal,3,11.40717,1.67164
N1,sinusoidal,3,0.3401231,0.1147891
N1,sinusoidal,3,1.109662,0.3302338
N1,sinusoidal,3,1.878631,0.5186579
N1,sinusoidal,3,2.648246,0.6821818
N1,sinusoidal,3,3.417323,0.828565
N1,sinusoidal,3,4.186631,0.9562345
N1,sinusoidal,3,4.955969,1.07668
N1,sinusoidal,3,5.725169,1.189411
N1,sinusoidal,3,6.494092,1.294169
N1,sinusoidal,3,7.263708,1.393677
N1,sinusoidal,3,8.032892,1.485023
N1,sinusoidal,3,8.802015,1.572131
N1,sinusoidal,3,9.571477,1.65267
N1,sinusoidal,3,10.34066,1.729227
N1,sinusoidal,3,11.10994,1.803083
N1,sinusoidal,3,11.87901,1.871103
N1,sinusoidal,3,12.64848,1.934997
N1,sinusoidal,3,13.41759,1.996019
N1,sinusoidal,3,14.18686,2.053366
N1,sinusoidal,3,14.95612,2.104009
N1,sinusoidal,3,15.72558,2.148699
N1,sinusoidal,3,16.49455,2.186076
N1,sinusoidal,3,17.26417,2.190647
N1,sinusoidal,3,17.45412,0.02927423
N1,sinusoidal,3,17.45405,0.02934808
N1,sinusoidal,3,17.45412,0.02931
N1,sinusoidal,3,17.45428,0.02926846
N1,sinusoidal,3,17.45428,0.02929359
N1,sinusoidal,3,0.6584154,0.2073318
N1,sinusoidal,3,1.426846,0.4101632
N1,sinusoidal,3,2.196954,0.5813135
N1,sinusoidal,3,2.965338,0.7341194
N1,sinusoidal,3,3.735338,0.8724396
N1,sinusoidal,3,4.503769,0.9942685
N1,sinusoidal,3,5.2738,1.112523
N1,sinusoidal,3,6.042184,1.22253
N1,sinusoidal,3,6.812262,1.325731
N1,sinusoidal,3,7.580769,1.422331
N1,sinusoidal,3,8.350846,1.513576
N1,sinusoidal,3,9.119493,1.598141
N1,sinusoidal,3,9.889308,1.676698
N1,sinusoidal,3,10.65819,1.74623
N1,sinusoidal,3,11.42785,1.739517
N1,sinusoidal,3,0.4016,0.1368249
N1,sinusoidal,3,1.171646,0.3481503
N1,sinusoidal,3,1.940031,0.5289071
N1,sinusoidal,3,2.710262,0.6853688
N1,sinusoidal,3,3.478569,0.8252667
N1,sinusoidal,3,4.248492,0.9521292
N1,sinusoidal,3,5.016984,1.070893
N1,sinusoidal,3,5.786831,1.181843
N1,sinusoidal,3,6.555646,1.286952
N1,sinusoidal,3,7.325446,1.38466
N1,sinusoidal,3,8.093908,1.475054
N1,sinusoidal,3,8.863954,1.560634
N1,sinusoidal,3,9.632339,1.640755
N1,sinusoidal,3,10.40242,1.71568
N1,sinusoidal,3,11.17088,1.783592
N1,sinusoidal,3,11.94083,1.737082
N1,sinusoidal,3,12.70934,1.763303
N1,sinusoidal,3,12.92168,0.01610295
N1,sinusoidal,3,12.92163,0.01605487
N1,sinusoidal,3,12.92163,0.0160109
N1,sinusoidal,3,12.92171,0.01599436
N1,sinusoidal,3,12.92178,0.01600474
N1,sinusoidal,3,12.92183,0.01600308
N1,sinusoidal,3,12.92183,0.01599346
N1,sinusoidal,3,12.92183,0.01599692
N1,sinusoidal,3,12.92183,0.01597987
N1,sinusoidal,3,12.92178,0.01597782
N1,sinusoidal,3,12.92178,0.0159809
N1,sinusoidal,3,12.92178,0.01597769
N1,sinusoidal,3,12.92178,0.01597461
N1,sinusoidal,3,12.92178,0.01598167
N1,sinusoidal,3,12.92178,0.01596705
N1,sinusoidal,3,12.92178,0.01597705
N1,sinusoidal,3,12.92178,0.01597538
N1,sinusoidal,3,12.92178,0.01597679
N1,sinusoidal,3,12.92178,0.01597308
N1,sinusoidal,3,12.92178,0.01597333
N1,sinusoidal,3,12.92178,0.01597295
N1,sinusoidal,3,12.92178,0.01597282
N1,sinusoidal,3,12.92178,0.01598308
N1,sinusoidal,3,12.92178,0.01597269
N1,sinusoidal,3,12.92178,0.01597372
N1,sinusoidal,3,12.92178,0.01597564
N1,sinusoidal,3,12.92178,0.01597179
N1,sinusoidal,3,12.92178,0.01596282
N1,sinusoidal,3,12.92178,0.01596244
N1,sinusoidal,3,12.92178,0.01596346
N1,sinusoidal,3,12.92178,0.01597256
N1,sinusoidal,3,12.92178,0.01597436
N1,sinusoidal,3,12.92178,0.01597577
N1,sinusoidal,3,12.92178,0.01597898
N1,sinusoidal,3,12.92178,0.01597795
N1,sinusoidal,3,12.92178,0.01596526
N1,sinusoidal,3,12.92178,0.01596731
N1,sinusoidal,3,12.92178,0.01596333
N1,sinusoidal,3,12.92178,0.01597898
N1,sinusoidal,3,12.92178,0.01596808
N1,sinusoidal,3,12.92178,0.01596885
N1,sinusoidal,3,12.92178,0.0159632
N1,sinusoidal,3,12.92178,0.01596333
N1,sinusoidal,3,12.92178,0.01596833
N1,sinusoidal,3,12.92178,0.01596923
N1,sinusoidal,3,12.92178,0.01597667
N1,sinusoidal,3,12.92178,0.01597154
N1,sinusoidal,3,12.92178,0.01598256
N1,sinusoidal,3,12.92178,0.01596397
N1,sinusoidal,3,12.92178,0.01596962
N1,sinusoidal,3,12.92178,0.01595872
N1,sinusoidal,4,0.01893846,0.02143013
N1,sinusoidal,4,0.7857077,0.2338203
N1,sinusoidal,4,1.555738,0.4220969
N1,sinusoidal,4,2.324277,0.5872065
N1,sinusoidal,4,3.094277,0.7318287
N1,sinusoidal,4,3.862785,0.8591865
N1,sinusoidal,4,4.632661,0.9766354
N1,sinusoidal,4,5.401354,1.08777
N1,sinusoidal,4,6.171246,1.191626
N1,sinusoidal,4,6.939785,1.290588
N1,sinusoidal,4,7.709969,1.383356
N1,sinusoidal,4,8.47837,1.473926
N1,sinusoidal,4,9.248277,1.561571
N1,sinusoidal,4,10.01675,1.646301
N1,sinusoidal,4,10.78679,1.726586
N1,sinusoidal,4,11.55537,1.804705
N1,sinusoidal,4,12.32528,1.877448
N1,sinusoidal,4,13.09386,1.950046
N1,sinusoidal,4,13.86371,2.018806
N1,sinusoidal,4,14.63229,2.083399
N1,sinusoidal,4,15.40251,1.930237
N1,sinusoidal,4,15.54969,0.007580897
N1,sinusoidal,4,15.54969,0.007202564
N1,sinusoidal,4,15.54974,0.007136154
N1,sinusoidal,4,15.54989,0.007122564
N1,sinusoidal,4,15.54992,0.007104615
N1,sinusoidal,4,0.6378615,0.2021948
N1,sinusoidal,4,1.406261,0.4061886
N1,sinusoidal,4,2.176246,0.5750981
N1,sinusoidal,4,2.9446,0.7262227
N1,sinusoidal,4,3.714754,0.8585901
N1,sinusoidal,4,4.483262,0.9840128
N1,sinusoidal,4,5.253323,1.099392
N1,sinusoidal,4,6.021754,1.207923
N1,sinusoidal,4,6.791908,1.308796
N1,sinusoidal,4,7.560185,1.403088
N1,sinusoidal,4,8.330215,1.489518
N1,sinusoidal,4,9.0988,1.569101
N1,sinusoidal,4,9.868908,1.554543
N1,sinusoidal,4,10.63726,1.618507
N1,sinusoidal,4,11.40717,1.67164
N1,sinusoidal,4,0.3401231,0.1147891
N1,sinusoidal,4,1.109662,0.3302338
N1,sinusoidal,4,1.878631,0.5186579
N1,sinusoidal,4,2.648246,0.6821818
N1,sinusoidal,4,3.417323,0.828565
N1,sinusoidal,4,4.186631,0.9562345
N1,sinusoidal,4,4.955969,1.07668
N1,sinusoidal,4,5.725169,1.189411
N1,sinusoidal,4,6.494092,1.294169
N1,sinusoidal,4,7.263708,1.393677
N1,sinusoidal,4,8.032892,1.485023
N1,sinusoidal,4,8.802015,1.572131
N1,sinusoidal,4,9.571477,1.65267
N1,sinusoidal,4,10.34066,1.729227
N1,sinusoidal,4,11.10994,1.803083
N1,sinusoidal,4,11.87901,1.871103
N1,sinusoidal,4,12.64848,1.934997
N1,sinusoidal,4,13.41759,1.996019
N1,sinusoidal,4,14.18686,2.053366
N1,sinusoidal,4,14.95612,2.104009
N1,sinusoidal,4,15.72558,2.148699
N1,sinusoidal,4,16.49455,2.186076
N1,sinusoidal,4,17.26417,2.190647
N1,sinusoidal,4,17.45412,0.02927423
N1,sinusoidal,4,17.45405,0.02934808
N1,sinusoidal,4,17.45412,0.02931
N1,sinusoidal,4,17.45428,0.02926846
N1,sinusoidal,4,17.45428,0.02929359
N1,sinusoidal,4,0.6584154,0.2073318
N1,sinusoidal,4,1.426846,0.4101632
